TEAM_NAME,VS_PLAYER_NAME,GP_ON,GP_OFF,GP_DIFF,W_ON,W_OFF,W_DIFF,L_ON,L_OFF,L_DIFF,W_PCT_ON,W_PCT_OFF,W_PCT_DIFF,MIN_ON,MIN_OFF,MIN_DIFF,EFG_PCT_ON,EFG_PCT_OFF,EFG_PCT_DIFF,FTA_RATE_ON,FTA_RATE_OFF,FTA_RATE_DIFF,TM_TOV_PCT_ON,TM_TOV_PCT_OFF,TM_TOV_PCT_DIFF,OREB_PCT_ON,OREB_PCT_OFF,OREB_PCT_DIFF,OPP_EFG_PCT_ON,OPP_EFG_PCT_OFF,OPP_EFG_PCT_DIFF,OPP_FTA_RATE_ON,OPP_FTA_RATE_OFF,OPP_FTA_RATE_DIFF,OPP_TOV_PCT_ON,OPP_TOV_PCT_OFF,OPP_TOV_PCT_DIFF,OPP_OREB_PCT_ON,OPP_OREB_PCT_OFF,OPP_OREB_PCT_DIFF
Denver Nuggets,"Hernangomez, Juan",17.0,40,-23.0,10.0,21,-11.0,7.0,19,-12.0,0.588,0.525,0.063,206.0,1729.0,-1523.0,0.515,0.533,-0.018,0.222,0.257,-0.035,0.175,0.154,0.021,0.355,0.253,0.102,0.58,0.531,0.049,0.228,0.219,0.009,0.163,0.146,0.017,0.196,0.22,-0.024
Denver Nuggets,"Jefferson, Richard",10.0,40,-30.0,6.0,21,-15.0,4.0,19,-15.0,0.6,0.525,0.075,60.0,1875.0,-1815.0,0.461,0.533,-0.072,0.324,0.251,0.073,0.15,0.156,-0.006,0.158,0.269,-0.111,0.581,0.534,0.047,0.295,0.217,0.078,0.123,0.148,-0.025,0.226,0.217,0.009
Denver Nuggets,"Jokic, Nikola",33.0,40,-7.0,18.0,21,-3.0,15.0,19,-4.0,0.545,0.525,0.02,1018.0,917.0,101.0,0.534,0.527,0.007,0.241,0.267,-0.026,0.156,0.156,0.0,0.279,0.251,0.028,0.523,0.549,-0.026,0.2,0.241,-0.041,0.145,0.15,-0.005,0.186,0.252,-0.066
Denver Nuggets,"Lydon, Tyler",1.0,40,-39.0,1.0,21,-20.0,0.0,19,-19.0,1.0,0.525,0.475,2.0,1933.0,-1931.0,0.25,0.531,-0.281,0.5,0.253,0.247,0.0,0.156,-0.156,0.5,0.265,0.235,0.9,0.535,0.365,0.0,0.22,-0.22,0.0,0.148,-0.148,1.0,0.217,0.783
Denver Nuggets,"Lyles, Trey",35.0,40,-5.0,18.0,21,-3.0,17.0,19,-2.0,0.514,0.525,-0.011,687.0,1248.0,-561.0,0.525,0.534,-0.009,0.273,0.242,0.031,0.152,0.159,-0.007,0.258,0.269,-0.011,0.534,0.537,-0.003,0.273,0.192,0.081,0.142,0.151,-0.009,0.202,0.226,-0.024
Denver Nuggets,"Millsap, Paul",16.0,40,-24.0,9.0,21,-12.0,7.0,19,-12.0,0.563,0.525,0.038,475.0,1460.0,-985.0,0.536,0.529,0.007,0.238,0.258,-0.02,0.159,0.155,0.004,0.276,0.262,0.014,0.535,0.536,-0.001,0.201,0.226,-0.025,0.174,0.139,0.035,0.248,0.208,0.04
Denver Nuggets,"Morris, Monte",1.0,40,-39.0,1.0,21,-20.0,0.0,19,-19.0,1.0,0.525,0.475,3.0,1932.0,-1929.0,0.375,0.531,-0.156,0.0,0.253,-0.253,0.333,0.156,0.177,0.0,0.266,-0.266,0.333,0.536,-0.203,0.5,0.219,0.281,0.24,0.147,0.093,0.333,0.217,0.116
Denver Nuggets,"Mudiay, Emmanuel",31.0,40,-9.0,18.0,21,-3.0,13.0,19,-6.0,0.581,0.525,0.056,615.0,1320.0,-705.0,0.507,0.542,-0.035,0.273,0.244,0.029,0.178,0.145,0.033,0.256,0.27,-0.014,0.548,0.53,0.018,0.245,0.207,0.038,0.143,0.15,-0.007,0.257,0.198,0.059
Denver Nuggets,"Murray, Jamal",40.0,40,0.0,21.0,21,0.0,19.0,19,0.0,0.525,0.525,0.0,1174.0,761.0,413.0,0.544,0.51,0.034,0.247,0.263,-0.016,0.147,0.169,-0.022,0.265,0.266,-0.001,0.542,0.527,0.015,0.21,0.234,-0.024,0.153,0.139,0.014,0.201,0.241,-0.04
Denver Nuggets,"Plumlee, Mason",40.0,40,0.0,21.0,21,0.0,19.0,19,0.0,0.525,0.525,0.0,811.0,1124.0,-313.0,0.554,0.515,0.039,0.266,0.244,0.022,0.17,0.146,0.024,0.255,0.273,-0.018,0.54,0.532,0.008,0.186,0.246,-0.06,0.154,0.143,0.011,0.257,0.188,0.069
Golden State Warriors,"Bell, Jordan",35.0,41,-6.0,30.0,33,-3.0,5.0,8,-3.0,0.857,0.805,0.052,518.0,1460.0,-942.0,0.583,0.574,0.009,0.23,0.244,-0.014,0.156,0.156,0.0,0.241,0.21,0.031,0.47,0.501,-0.031,0.288,0.245,0.043,0.143,0.141,0.002,0.258,0.225,0.033
Golden State Warriors,"Casspi, Omri",34.0,41,-7.0,28.0,33,-5.0,6.0,8,-2.0,0.824,0.805,0.019,552.0,1426.0,-874.0,0.553,0.586,-0.033,0.263,0.232,0.031,0.162,0.154,0.008,0.208,0.222,-0.014,0.473,0.5,-0.027,0.268,0.252,0.016,0.133,0.145,-0.012,0.234,0.234,0.0
Golden State Warriors,"Cook, Quinn",10.0,41,-31.0,8.0,33,-25.0,2.0,8,-6.0,0.8,0.805,-0.005,103.0,1875.0,-1772.0,0.536,0.579,-0.043,0.198,0.242,-0.044,0.184,0.155,0.029,0.163,0.221,-0.058,0.527,0.491,0.036,0.178,0.261,-0.083,0.128,0.142,-0.014,0.253,0.233,0.02
Golden State Warriors,"Curry, Stephen",28.0,41,-13.0,23.0,33,-10.0,5.0,8,-3.0,0.821,0.805,0.016,911.0,1067.0,-156.0,0.612,0.545,0.067,0.266,0.217,0.049,0.148,0.163,-0.015,0.211,0.224,-0.013,0.512,0.475,0.037,0.232,0.279,-0.047,0.151,0.133,0.018,0.227,0.24,-0.013
Golden State Warriors,"Durant, Kevin",33.0,41,-8.0,26.0,33,-7.0,7.0,8,-1.0,0.788,0.805,-0.017,1146.0,832.0,314.0,0.586,0.563,0.023,0.232,0.251,-0.019,0.156,0.156,0.0,0.225,0.21,0.015,0.496,0.487,0.009,0.244,0.274,-0.03,0.14,0.143,-0.003,0.25,0.212,0.038
Golden State Warriors,"Green, Draymond",35.0,41,-6.0,27.0,33,-6.0,8.0,8,0.0,0.771,0.805,-0.034,1117.0,861.0,256.0,0.583,0.568,0.015,0.243,0.237,0.006,0.158,0.154,0.004,0.205,0.236,-0.031,0.495,0.49,0.005,0.247,0.27,-0.023,0.15,0.13,0.02,0.227,0.243,-0.016
Golden State Warriors,"Iguodala, Andre",35.0,41,-6.0,28.0,33,-5.0,7.0,8,-1.0,0.8,0.805,-0.005,921.0,1057.0,-136.0,0.549,0.601,-0.052,0.262,0.221,0.041,0.152,0.159,-0.007,0.22,0.217,0.003,0.481,0.502,-0.021,0.267,0.248,0.019,0.138,0.145,-0.007,0.236,0.233,0.003
Golden State Warriors,"Jones, Damian",1.0,41,-40.0,1.0,33,-32.0,0.0,8,-8.0,1.0,0.805,0.195,2.0,1976.0,-1974.0,0.333,0.577,-0.244,0.0,0.24,-0.24,0.0,0.156,-0.156,1.0,0.218,0.782,0.333,0.493,-0.16,0.0,0.257,-0.257,0.0,0.142,-0.142,0.667,0.234,0.433
Golden State Warriors,"Livingston, Shaun",34.0,41,-7.0,27.0,33,-6.0,7.0,8,-1.0,0.794,0.805,-0.011,539.0,1439.0,-900.0,0.593,0.571,0.022,0.23,0.244,-0.014,0.147,0.159,-0.012,0.207,0.222,-0.015,0.463,0.504,-0.041,0.304,0.239,0.065,0.138,0.143,-0.005,0.254,0.227,0.027
Golden State Warriors,"Looney, Kevon",31.0,41,-10.0,25.0,33,-8.0,6.0,8,-2.0,0.806,0.805,0.001,302.0,1676.0,-1374.0,0.538,0.583,-0.045,0.303,0.229,0.074,0.16,0.155,0.005,0.224,0.217,0.007,0.501,0.491,0.01,0.314,0.247,0.067,0.137,0.143,-0.006,0.186,0.242,-0.056
Golden State Warriors,"McCaw, Patrick",37.0,41,-4.0,30.0,33,-3.0,7.0,8,-1.0,0.811,0.805,0.006,596.0,1382.0,-786.0,0.54,0.593,-0.053,0.255,0.234,0.021,0.151,0.158,-0.007,0.226,0.215,0.011,0.509,0.486,0.023,0.297,0.239,0.058,0.14,0.142,-0.002,0.253,0.227,0.026
Golden State Warriors,"McGee, JaVale",31.0,41,-10.0,25.0,33,-8.0,6.0,8,-2.0,0.806,0.805,0.001,256.0,1722.0,-1466.0,0.587,0.575,0.012,0.297,0.232,0.065,0.16,0.155,0.005,0.233,0.216,0.017,0.536,0.486,0.05,0.249,0.258,-0.009,0.133,0.143,-0.01,0.262,0.23,0.032
Golden State Warriors,"Pachulia, Zaza",32.0,41,-9.0,25.0,33,-8.0,7.0,8,-1.0,0.781,0.805,-0.024,463.0,1515.0,-1052.0,0.62,0.563,0.057,0.177,0.26,-0.083,0.159,0.155,0.004,0.208,0.221,-0.013,0.511,0.487,0.024,0.157,0.288,-0.131,0.151,0.139,0.012,0.192,0.247,-0.055
Golden State Warriors,"Thompson, Klay",41.0,41,0.0,33.0,33,0.0,8.0,8,0.0,0.805,0.805,0.0,1393.0,585.0,808.0,0.582,0.564,0.018,0.214,0.303,-0.089,0.162,0.143,0.019,0.218,0.218,0.0,0.49,0.499,-0.009,0.247,0.278,-0.031,0.142,0.141,0.001,0.226,0.254,-0.028
Golden State Warriors,"West, David",39.0,41,-2.0,31.0,33,-2.0,8.0,8,0.0,0.795,0.805,-0.01,510.0,1468.0,-958.0,0.56,0.583,-0.023,0.179,0.261,-0.082,0.155,0.156,-0.001,0.238,0.211,0.027,0.469,0.5,-0.031,0.26,0.255,0.005,0.139,0.142,-0.003,0.229,0.236,-0.007
Golden State Warriors,"Young, Nick",39.0,41,-2.0,31.0,33,-2.0,8.0,8,0.0,0.795,0.805,-0.01,560.0,1418.0,-858.0,0.559,0.584,-0.025,0.277,0.226,0.051,0.154,0.157,-0.003,0.219,0.218,0.001,0.499,0.49,0.009,0.293,0.243,0.05,0.132,0.145,-0.013,0.228,0.237,-0.009
Houston Rockets,"Anderson, Ryan",38.0,39,-1.0,27.0,28,-1.0,11.0,11,0.0,0.711,0.718,-0.007,1074.0,808.0,266.0,0.548,0.569,-0.021,0.276,0.341,-0.065,0.149,0.148,0.001,0.216,0.224,-0.008,0.542,0.515,0.027,0.217,0.299,-0.082,0.135,0.16,-0.025,0.197,0.182,0.015
Houston Rockets,"Ariza, Trevor",37.0,39,-2.0,26.0,28,-2.0,11.0,11,0.0,0.703,0.718,-0.015,1337.0,545.0,792.0,0.565,0.536,0.029,0.299,0.316,-0.017,0.139,0.172,-0.033,0.214,0.234,-0.02,0.535,0.519,0.016,0.25,0.255,-0.005,0.149,0.138,0.011,0.185,0.203,-0.018
Houston Rockets,"Black, Tarik",31.0,39,-8.0,23.0,28,-5.0,8.0,11,-3.0,0.742,0.718,0.024,306.0,1576.0,-1270.0,0.521,0.564,-0.043,0.293,0.306,-0.013,0.172,0.144,0.028,0.23,0.218,0.012,0.527,0.531,-0.004,0.352,0.233,0.119,0.141,0.147,-0.006,0.199,0.188,0.011
Houston Rockets,"Brown, Bobby",20.0,39,-19.0,17.0,28,-11.0,3.0,11,-8.0,0.85,0.718,0.132,115.0,1767.0,-1652.0,0.492,0.561,-0.069,0.197,0.311,-0.114,0.197,0.146,0.051,0.207,0.22,-0.013,0.58,0.527,0.053,0.275,0.25,0.025,0.122,0.147,-0.025,0.17,0.191,-0.021
Houston Rockets,"Canaan, Isaiah",1.0,39,-38.0,1.0,28,-27.0,0.0,11,-11.0,1.0,0.718,0.282,4.0,1878.0,-1874.0,0.643,0.557,0.086,0.429,0.304,0.125,0.107,0.149,-0.042,0.0,0.22,-0.22,0.917,0.53,0.387,0.333,0.251,0.082,0.127,0.146,-0.019,0.0,0.19,-0.19
Houston Rockets,"Capela, Clint",34.0,39,-5.0,27.0,28,-1.0,7.0,11,-4.0,0.794,0.718,0.076,887.0,995.0,-108.0,0.558,0.555,0.003,0.284,0.323,-0.039,0.145,0.152,-0.007,0.234,0.206,0.028,0.539,0.522,0.017,0.176,0.323,-0.147,0.137,0.154,-0.017,0.178,0.201,-0.023
Houston Rockets,"Gordon, Eric",37.0,39,-2.0,27.0,28,-1.0,10.0,11,-1.0,0.73,0.718,0.012,1211.0,671.0,540.0,0.557,0.557,0.0,0.321,0.273,0.048,0.144,0.157,-0.013,0.239,0.184,0.055,0.513,0.564,-0.051,0.256,0.243,0.013,0.141,0.156,-0.015,0.194,0.183,0.011
Houston Rockets,"Green, Gerald",7.0,7,0.0,3.0,3,0.0,4.0,4,0.0,0.429,0.429,0.0,177.0,169.0,8.0,0.571,0.494,0.077,0.272,0.249,0.023,0.151,0.123,0.028,0.2,0.225,-0.025,0.562,0.537,0.025,0.304,0.225,0.079,0.128,0.153,-0.025,0.203,0.193,0.01
Houston Rockets,"Harden, James",35.0,39,-4.0,26.0,28,-2.0,9.0,11,-2.0,0.743,0.718,0.025,1271.0,611.0,660.0,0.564,0.542,0.022,0.34,0.23,0.11,0.145,0.158,-0.013,0.215,0.229,-0.014,0.541,0.509,0.032,0.252,0.251,0.001,0.15,0.136,0.014,0.19,0.191,-0.001
Houston Rockets,"Jackson, Demetrius",12.0,39,-27.0,9.0,28,-19.0,3.0,11,-8.0,0.75,0.718,0.032,63.0,1819.0,-1756.0,0.421,0.561,-0.14,0.188,0.308,-0.12,0.243,0.146,0.097,0.242,0.219,0.023,0.505,0.531,-0.026,0.176,0.254,-0.078,0.126,0.147,-0.021,0.093,0.193,-0.1
Houston Rockets,"Mbah a Moute, Luc",24.0,39,-15.0,20.0,28,-8.0,4.0,11,-7.0,0.833,0.718,0.115,607.0,1275.0,-668.0,0.564,0.553,0.011,0.288,0.312,-0.024,0.164,0.142,0.022,0.211,0.223,-0.012,0.497,0.546,-0.049,0.257,0.249,0.008,0.166,0.136,0.03,0.19,0.19,0.0
Houston Rockets,Nene,27.0,39,-12.0,20.0,28,-8.0,7.0,11,-4.0,0.741,0.718,0.023,401.0,1481.0,-1080.0,0.579,0.551,0.028,0.369,0.287,0.082,0.153,0.148,0.005,0.185,0.228,-0.043,0.512,0.535,-0.023,0.324,0.233,0.091,0.173,0.138,0.035,0.18,0.193,-0.013
Houston Rockets,"Paul, Chris",22.0,39,-17.0,18.0,28,-10.0,4.0,11,-7.0,0.818,0.718,0.1,704.0,1178.0,-474.0,0.583,0.541,0.042,0.265,0.328,-0.063,0.135,0.157,-0.022,0.205,0.228,-0.023,0.522,0.535,-0.013,0.219,0.271,-0.052,0.141,0.149,-0.008,0.197,0.186,0.011
Houston Rockets,"Tucker, PJ",39.0,39,0.0,28.0,28,0.0,11.0,11,0.0,0.718,0.718,0.0,1050.0,832.0,218.0,0.56,0.552,0.008,0.344,0.255,0.089,0.153,0.144,0.009,0.225,0.214,0.011,0.522,0.541,-0.019,0.292,0.203,0.089,0.151,0.139,0.012,0.193,0.187,0.006
Houston Rockets,"Weber, Briante",12.0,39,-27.0,6.0,28,-22.0,6.0,11,-5.0,0.5,0.718,-0.218,111.0,1771.0,-1660.0,0.471,0.562,-0.091,0.289,0.305,-0.016,0.135,0.15,-0.015,0.229,0.219,0.01,0.623,0.525,0.098,0.351,0.246,0.105,0.153,0.145,0.008,0.247,0.187,0.06
Houston Rockets,"Williams, Troy",4.0,39,-35.0,3.0,28,-25.0,1.0,11,-10.0,0.75,0.718,0.032,17.0,1865.0,-1848.0,0.333,0.559,-0.226,0.182,0.305,-0.123,0.224,0.148,0.076,0.348,0.218,0.13,0.683,0.529,0.154,0.267,0.251,0.016,0.113,0.146,-0.033,0.143,0.191,-0.048
Houston Rockets,Zhou Qi,14.0,39,-25.0,11.0,28,-17.0,3.0,11,-8.0,0.786,0.718,0.068,75.0,1807.0,-1732.0,0.419,0.563,-0.144,0.17,0.31,-0.14,0.186,0.147,0.039,0.217,0.22,-0.003,0.542,0.53,0.012,0.296,0.25,0.046,0.122,0.147,-0.025,0.233,0.188,0.045
LA Clippers,"Beverley, Patrick",11.0,39,-28.0,5.0,18,-13.0,6.0,21,-15.0,0.455,0.462,-0.007,334.0,1543.0,-1209.0,0.515,0.516,-0.001,0.289,0.295,-0.006,0.149,0.148,0.001,0.294,0.226,0.068,0.526,0.513,0.013,0.234,0.286,-0.052,0.164,0.142,0.022,0.246,0.243,0.003
LA Clippers,"Dekker, Sam",35.0,39,-4.0,16.0,18,-2.0,19.0,21,-2.0,0.457,0.462,-0.005,519.0,1358.0,-839.0,0.508,0.519,-0.011,0.297,0.293,0.004,0.141,0.151,-0.01,0.222,0.244,-0.022,0.488,0.526,-0.038,0.311,0.264,0.047,0.154,0.143,0.011,0.252,0.24,0.012
LA Clippers,"Evans, Jawun",32.0,39,-7.0,14.0,18,-4.0,18.0,21,-3.0,0.438,0.462,-0.024,562.0,1315.0,-753.0,0.505,0.521,-0.016,0.322,0.282,0.04,0.14,0.152,-0.012,0.229,0.242,-0.013,0.503,0.521,-0.018,0.307,0.264,0.043,0.157,0.141,0.016,0.253,0.239,0.014
LA Clippers,"Gallinari, Danilo",11.0,39,-28.0,6.0,18,-12.0,5.0,21,-16.0,0.545,0.462,0.083,349.0,1528.0,-1179.0,0.497,0.521,-0.024,0.292,0.295,-0.003,0.146,0.149,-0.003,0.26,0.233,0.027,0.522,0.514,0.008,0.192,0.296,-0.104,0.148,0.145,0.003,0.222,0.248,-0.026
LA Clippers,"Griffin, Blake",24.0,39,-15.0,11.0,18,-7.0,13.0,21,-8.0,0.458,0.462,-0.004,824.0,1053.0,-229.0,0.525,0.509,0.016,0.296,0.292,0.004,0.156,0.143,0.013,0.255,0.225,0.03,0.532,0.503,0.029,0.261,0.289,-0.028,0.144,0.148,-0.004,0.241,0.245,-0.004
LA Clippers,"Harrell, Montrezl",33.0,39,-6.0,15.0,18,-3.0,18.0,21,-3.0,0.455,0.462,-0.007,425.0,1452.0,-1027.0,0.506,0.519,-0.013,0.314,0.288,0.026,0.145,0.15,-0.005,0.228,0.241,-0.013,0.492,0.522,-0.03,0.273,0.278,-0.005,0.151,0.144,0.007,0.279,0.232,0.047
LA Clippers,"Johnson, Brice",9.0,39,-30.0,2.0,18,-16.0,7.0,21,-14.0,0.222,0.462,-0.24,38.0,1839.0,-1801.0,0.603,0.514,0.089,0.26,0.295,-0.035,0.117,0.149,-0.032,0.207,0.239,-0.032,0.379,0.518,-0.139,0.257,0.277,-0.02,0.205,0.145,0.06,0.261,0.243,0.018
LA Clippers,"Johnson, Wesley",34.0,39,-5.0,15.0,18,-3.0,19.0,21,-2.0,0.441,0.462,-0.021,809.0,1068.0,-259.0,0.522,0.511,0.011,0.287,0.3,-0.013,0.164,0.137,0.027,0.246,0.233,0.013,0.525,0.508,0.017,0.271,0.282,-0.011,0.148,0.144,0.004,0.238,0.247,-0.009
LA Clippers,"Jordan, DeAndre",39.0,39,0.0,18.0,18,0.0,21.0,21,0.0,0.462,0.462,0.0,1269.0,608.0,661.0,0.519,0.511,0.008,0.285,0.312,-0.027,0.152,0.141,0.011,0.251,0.212,0.039,0.524,0.497,0.027,0.261,0.311,-0.05,0.131,0.176,-0.045,0.233,0.266,-0.033
LA Clippers,"Reed, Willie",31.0,39,-8.0,12.0,18,-6.0,19.0,21,-2.0,0.387,0.462,-0.075,314.0,1563.0,-1249.0,0.513,0.517,-0.004,0.354,0.282,0.072,0.145,0.149,-0.004,0.221,0.242,-0.021,0.529,0.513,0.016,0.37,0.26,0.11,0.19,0.137,0.053,0.238,0.244,-0.006
LA Clippers,"Rivers, Austin",32.0,39,-7.0,15.0,18,-3.0,17.0,21,-4.0,0.469,0.462,0.007,1047.0,830.0,217.0,0.525,0.505,0.02,0.277,0.315,-0.038,0.147,0.15,-0.003,0.239,0.237,0.002,0.54,0.485,0.055,0.258,0.3,-0.042,0.146,0.145,0.001,0.249,0.238,0.011
LA Clippers,"Teodosic, Milos",13.0,39,-26.0,9.0,18,-9.0,4.0,21,-17.0,0.692,0.462,0.23,317.0,1560.0,-1243.0,0.541,0.511,0.03,0.27,0.299,-0.029,0.138,0.151,-0.013,0.21,0.244,-0.034,0.462,0.527,-0.065,0.231,0.287,-0.056,0.12,0.151,-0.031,0.205,0.252,-0.047
LA Clippers,"Thornwell, Sindarius",38.0,39,-1.0,18.0,18,0.0,20.0,21,-1.0,0.474,0.462,0.012,537.0,1340.0,-803.0,0.478,0.531,-0.053,0.297,0.293,0.004,0.162,0.143,0.019,0.204,0.252,-0.048,0.5,0.522,-0.022,0.307,0.265,0.042,0.154,0.142,0.012,0.224,0.251,-0.027
LA Clippers,"Wallace, Tyrone",2.0,2,0.0,1.0,1,0.0,1.0,1,0.0,0.5,0.5,0.0,51.0,45.0,6.0,0.449,0.494,-0.045,0.449,0.276,0.173,0.158,0.167,-0.009,0.196,0.289,-0.093,0.464,0.468,-0.004,0.381,0.312,0.069,0.15,0.135,0.015,0.333,0.32,0.013
LA Clippers,"Williams, C.J.",27.0,39,-12.0,13.0,18,-5.0,14.0,21,-7.0,0.481,0.462,0.019,524.0,1353.0,-829.0,0.522,0.514,0.008,0.265,0.306,-0.041,0.142,0.151,-0.009,0.229,0.242,-0.013,0.513,0.516,-0.003,0.262,0.283,-0.021,0.141,0.148,-0.007,0.248,0.241,0.007
LA Clippers,"Williams, Lou",38.0,39,-1.0,18.0,18,0.0,20.0,21,-1.0,0.474,0.462,0.012,1192.0,685.0,507.0,0.519,0.511,0.008,0.318,0.25,0.068,0.144,0.157,-0.013,0.238,0.238,0.0,0.52,0.507,0.013,0.312,0.216,0.096,0.142,0.153,-0.011,0.261,0.213,0.048
LA Clippers,"Wilson, Jamil",15.0,39,-24.0,6.0,18,-12.0,9.0,21,-12.0,0.4,0.462,-0.062,274.0,1603.0,-1329.0,0.525,0.514,0.011,0.209,0.309,-0.1,0.137,0.15,-0.013,0.223,0.241,-0.018,0.492,0.519,-0.027,0.283,0.276,0.007,0.121,0.15,-0.029,0.209,0.249,-0.04
Los Angeles Lakers,"Ball, Lonzo",33.0,39,-6.0,12.0,12,0.0,21.0,27,-6.0,0.364,0.308,0.056,1106.0,796.0,310.0,0.499,0.512,-0.013,0.249,0.29,-0.041,0.151,0.166,-0.015,0.233,0.257,-0.024,0.512,0.53,-0.018,0.232,0.284,-0.052,0.147,0.144,0.003,0.233,0.222,0.011
Los Angeles Lakers,"Blue, Vander",5.0,39,-34.0,1.0,12,-11.0,4.0,27,-23.0,0.2,0.308,-0.108,45.0,1857.0,-1812.0,0.574,0.503,0.071,0.412,0.262,0.15,0.254,0.155,0.099,0.323,0.241,0.082,0.493,0.52,-0.027,0.16,0.255,-0.095,0.18,0.145,0.035,0.079,0.232,-0.153
Los Angeles Lakers,"Bogut, Andrew",23.0,39,-16.0,7.0,12,-5.0,16.0,27,-11.0,0.304,0.308,-0.004,216.0,1686.0,-1470.0,0.469,0.509,-0.04,0.187,0.276,-0.089,0.18,0.154,0.026,0.281,0.237,0.044,0.49,0.523,-0.033,0.269,0.251,0.018,0.145,0.146,-0.001,0.198,0.233,-0.035
Los Angeles Lakers,"Brewer, Corey",39.0,39,0.0,12.0,12,0.0,27.0,27,0.0,0.308,0.308,0.0,473.0,1429.0,-956.0,0.512,0.502,0.01,0.329,0.246,0.083,0.17,0.153,0.017,0.225,0.248,-0.023,0.522,0.518,0.004,0.305,0.236,0.069,0.138,0.149,-0.011,0.244,0.223,0.021
Los Angeles Lakers,"Bryant, Thomas",3.0,39,-36.0,1.0,12,-11.0,2.0,27,-25.0,0.333,0.308,0.025,6.0,1896.0,-1890.0,0.667,0.504,0.163,1.0,0.264,0.736,0.282,0.157,0.125,0.25,0.243,0.007,0.591,0.519,0.072,0.0,0.254,-0.254,0.083,0.146,-0.063,0.0,0.229,-0.229
Los Angeles Lakers,"Caldwell-Pope, Kentavious",33.0,39,-6.0,10.0,12,-2.0,23.0,27,-4.0,0.303,0.308,-0.005,1115.0,787.0,328.0,0.495,0.518,-0.023,0.265,0.266,-0.001,0.143,0.177,-0.034,0.238,0.249,-0.011,0.519,0.52,-0.001,0.244,0.266,-0.022,0.146,0.146,0.0,0.217,0.244,-0.027
Los Angeles Lakers,"Caruso, Alex",11.0,39,-28.0,2.0,12,-10.0,9.0,27,-18.0,0.182,0.308,-0.126,96.0,1806.0,-1710.0,0.524,0.503,0.021,0.306,0.263,0.043,0.203,0.154,0.049,0.282,0.241,0.041,0.626,0.514,0.112,0.253,0.253,0.0,0.156,0.146,0.01,0.162,0.231,-0.069
Los Angeles Lakers,"Clarkson, Jordan",39.0,39,0.0,12.0,12,0.0,27.0,27,0.0,0.308,0.308,0.0,901.0,1001.0,-100.0,0.515,0.495,0.02,0.267,0.264,0.003,0.171,0.144,0.027,0.252,0.235,0.017,0.514,0.523,-0.009,0.286,0.225,0.061,0.15,0.143,0.007,0.231,0.227,0.004
Los Angeles Lakers,"Deng, Luol",1.0,39,-38.0,0.0,12,-12.0,1.0,27,-26.0,0.0,0.308,-0.308,13.0,1889.0,-1876.0,0.389,0.505,-0.116,0.259,0.265,-0.006,0.129,0.157,-0.028,0.176,0.243,-0.067,0.484,0.519,-0.035,0.063,0.255,-0.192,0.134,0.146,-0.012,0.412,0.227,0.185
Los Angeles Lakers,"Ennis, Tyler",20.0,39,-19.0,5.0,12,-7.0,15.0,27,-12.0,0.25,0.308,-0.058,204.0,1698.0,-1494.0,0.525,0.502,0.023,0.306,0.261,0.045,0.155,0.157,-0.002,0.243,0.243,0.0,0.511,0.52,-0.009,0.267,0.252,0.015,0.143,0.147,-0.004,0.211,0.231,-0.02
Los Angeles Lakers,"Hart, Josh",34.0,39,-5.0,11.0,12,-1.0,23.0,27,-4.0,0.324,0.308,0.016,633.0,1269.0,-636.0,0.516,0.498,0.018,0.248,0.274,-0.026,0.153,0.159,-0.006,0.264,0.232,0.032,0.535,0.512,0.023,0.273,0.244,0.029,0.147,0.146,0.001,0.236,0.225,0.011
Los Angeles Lakers,"Ingram, Brandon",37.0,39,-2.0,12.0,12,0.0,25.0,27,-2.0,0.324,0.308,0.016,1293.0,609.0,684.0,0.489,0.536,-0.047,0.268,0.26,0.008,0.156,0.16,-0.004,0.246,0.234,0.012,0.513,0.532,-0.019,0.255,0.25,0.005,0.145,0.15,-0.005,0.238,0.209,0.029
Los Angeles Lakers,"Kuzma, Kyle",38.0,39,-1.0,12.0,12,0.0,26.0,27,-1.0,0.316,0.308,0.008,1200.0,702.0,498.0,0.512,0.491,0.021,0.265,0.265,0.0,0.155,0.161,-0.006,0.241,0.245,-0.004,0.523,0.512,0.011,0.266,0.232,0.034,0.143,0.151,-0.008,0.23,0.227,0.003
Los Angeles Lakers,"Lopez, Brook",31.0,39,-8.0,11.0,12,-1.0,20.0,27,-7.0,0.355,0.308,0.047,682.0,1220.0,-538.0,0.508,0.502,0.006,0.229,0.286,-0.057,0.15,0.161,-0.011,0.227,0.252,-0.025,0.514,0.522,-0.008,0.197,0.287,-0.09,0.141,0.149,-0.008,0.225,0.231,-0.006
Los Angeles Lakers,"Nance Jr., Larry",28.0,39,-11.0,7.0,12,-5.0,21.0,27,-6.0,0.25,0.308,-0.058,601.0,1301.0,-700.0,0.496,0.508,-0.012,0.261,0.267,-0.006,0.155,0.158,-0.003,0.255,0.237,0.018,0.536,0.511,0.025,0.214,0.271,-0.057,0.162,0.139,0.023,0.243,0.223,0.02
