球员,球队,对阵,时间,状态,首发,出场时间,三分球命中,三分球出手,两分球命中,两分球出手,罚球命中,罚球出手,进攻,篮板,助攻,抢断,盖帽,失误,犯规,得分,编号
张骋宇,青岛,同曦,2016-11-13,96:106(已结束),0,42.5,3,8,6,14,2,2,1,6,2,1,0,1,5,23,500660
宗赞,青岛,同曦,2016-11-13,96:106(已结束),0,8.1,0,0,0,1,0,0,0,4,0,0,0,2,1,0,501585
丁皓然,青岛,同曦,2016-11-13,96:106(已结束),0,5.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,501981
廉明,辽宁,吉林,2016-11-13,115:102(已结束),1,0.0,2,5,6,9,1,2,3,6,2,0,1,2,2,19,501171
莱斯特·哈德森,辽宁,吉林,2016-11-13,115:102(已结束),1,0.0,4,12,6,8,1,2,2,10,8,1,0,1,3,25,501217
赵继伟,辽宁,吉林,2016-11-13,115:102(已结束),1,0.0,2,6,0,1,0,0,3,7,5,2,0,3,4,6,501736
丛明晨,辽宁,吉林,2016-11-13,115:102(已结束),1,0.0,2,6,1,1,0,0,0,1,1,2,0,0,2,8,501739
韩德君,辽宁,吉林,2016-11-13,115:102(已结束),1,0.0,0,0,6,9,7,10,6,18,2,1,1,4,1,19,500345
杨鸣,辽宁,吉林,2016-11-13,115:102(已结束),0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,100129
兰多夫,辽宁,吉林,2016-11-13,115:102(已结束),0,0.0,0,5,9,13,3,5,6,12,2,3,1,2,2,21,501557
郭艾伦,辽宁,吉林,2016-11-13,115:102(已结束),0,0.0,2,5,2,2,0,0,0,0,2,0,0,3,3,10,501070
贺天举,辽宁,吉林,2016-11-13,115:102(已结束),0,0.0,0,2,2,3,3,3,0,1,0,0,0,1,1,7,500678
郭士强,辽宁,吉林,2016-11-13,115:102(已结束),0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Ca022
队伍,辽宁,吉林,2016-11-13,115:102(已结束),0,-,0,0,0,0,0,0,2,4,0,0,0,2,0,0,Te011
柴长易,吉林,辽宁,2016-11-13,115:102(已结束),1,0.0,1,3,2,3,0,0,1,4,1,2,0,2,0,7,501338
崔晋铭,吉林,辽宁,2016-11-13,115:102(已结束),1,0.0,1,3,4,9,0,0,1,4,1,2,0,2,4,11,501506
M·卡姆拉尼,吉林,辽宁,2016-11-13,115:102(已结束),1,0.0,0,3,1,3,2,2,0,2,3,2,0,3,4,4,502305
M.I.托马斯,吉林,辽宁,2016-11-13,115:102(已结束),1,0.0,3,6,5,8,0,0,3,11,4,0,3,0,2,19,503554
张彪,吉林,辽宁,2016-11-13,115:102(已结束),1,0.0,0,0,4,12,2,2,1,1,0,2,0,1,2,10,500526
刘天意,吉林,辽宁,2016-11-13,115:102(已结束),0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,501540
J.A.布朗,吉林,辽宁,2016-11-13,115:102(已结束),0,0.0,6,12,8,14,14,18,2,6,5,2,1,3,1,48,503281
钟诚,吉林,辽宁,2016-11-13,115:102(已结束),0,0.0,1,3,0,0,0,0,0,1,0,3,0,2,5,3,500523
李安,吉林,辽宁,2016-11-13,115:102(已结束),0,0.0,0,0,0,1,0,0,0,2,0,0,0,1,2,0,500662
金明,吉林,辽宁,2016-11-13,115:102(已结束),0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501227
队伍,吉林,辽宁,2016-11-13,115:102(已结束),0,-,0,0,0,0,0,0,1,2,0,0,0,0,0,0,Te002
张兆旭,上海,深圳,2016-11-13,112:108(已结束),1,35.0,0,0,2,5,3,3,2,10,1,1,1,0,3,7,501069
弗雷戴特,上海,深圳,2016-11-13,112:108(已结束),1,44.5,3,7,7,15,14,16,1,8,9,2,0,3,3,37,503551
刘晓宇,上海,深圳,2016-11-13,112:108(已结束),1,37.4,3,6,7,13,3,6,0,3,3,1,0,4,2,26,100006
曾文鼎,上海,深圳,2016-11-13,112:108(已结束),1,31.9,2,5,0,1,0,0,1,3,2,1,0,0,3,6,501306
翟逸,上海,深圳,2016-11-13,112:108(已结束),1,29.5,0,0,4,4,0,0,3,4,0,4,0,2,2,8,501470
卢伟,上海,深圳,2016-11-13,112:108(已结束),0,25.0,2,4,1,1,3,3,0,1,1,0,0,0,0,11,100128
蔡亮,上海,深圳,2016-11-13,112:108(已结束),0,9.3,1,1,0,0,0,0,0,0,1,1,0,0,1,3,500367
亚布塞莱,上海,深圳,2016-11-13,112:108(已结束),0,27.6,2,5,2,6,4,6,2,7,1,2,2,3,1,14,503550
队伍,上海,深圳,2016-11-13,112:108(已结束),0,-,0,0,0,0,0,0,1,1,0,0,0,1,0,0,Te009
杰里米·帕戈,深圳,上海,2016-11-13,112:108(已结束),1,44.5,5,13,9,12,0,2,1,4,10,2,0,2,3,33,503173
张凯,深圳,上海,2016-11-13,112:108(已结束),1,4.9,0,0,1,1,1,2,2,6,0,0,0,2,1,3,100107
何忠勉,深圳,上海,2016-11-13,112:108(已结束),1,7.1,0,0,1,2,0,0,0,0,0,0,0,1,0,2,500665
顾全,深圳,上海,2016-11-13,112:108(已结束),1,32.8,3,6,3,7,0,0,1,1,0,1,0,0,4,15,501176
李慕豪,深圳,上海,2016-11-13,112:108(已结束),1,34.2,0,0,4,6,3,5,8,12,2,1,1,1,4,11,501178
赵捷,深圳,上海,2016-11-13,112:108(已结束),0,18.5,2,6,1,3,2,2,0,3,0,0,0,2,2,10,500666
代怀博,深圳,上海,2016-11-13,112:108(已结束),0,10.9,1,1,0,2,0,0,1,1,0,1,0,1,4,3,501413
孟铎,深圳,上海,2016-11-13,112:108(已结束),0,23.6,1,5,2,4,0,0,1,2,3,0,0,2,5,7,100111
沈梓捷,深圳,上海,2016-11-13,112:108(已结束),0,18.4,0,0,3,4,0,0,3,6,1,0,1,3,1,6,501674
于德豪,深圳,上海,2016-11-13,112:108(已结束),0,17.7,1,2,1,2,0,0,0,0,1,0,0,2,2,5,501678
马齐·兰佩,深圳,上海,2016-11-13,112:108(已结束),0,27.6,2,4,3,5,1,2,4,13,1,1,0,0,1,13,503546
队伍,深圳,上海,2016-11-13,112:108(已结束),0,-,0,0,0,0,0,0,2,4,0,0,0,0,0,0,Te025
陈世杰,福建,广东,2016-11-13,87:104(已结束),1,13.3,0,0,2,3,0,0,0,0,2,0,0,3,2,4,503542
J·J·希克森,福建,广东,2016-11-13,87:104(已结束),1,38.7,0,0,10,17,4,5,3,11,1,3,1,8,3,24,503569
王哲林,福建,广东,2016-11-13,87:104(已结束),1,33.8,0,1,5,12,1,2,2,8,0,0,0,4,1,11,501537
周启新,福建,广东,2016-11-13,87:104(已结束),1,36.8,2,3,1,3,7,13,1,6,2,5,0,1,0,15,100101
赵泰隆,福建,广东,2016-11-13,87:104(已结束),1,21.8,0,0,1,2,0,0,0,1,1,1,0,1,5,2,500382
黄毅超,福建,广东,2016-11-13,87:104(已结束),0,21.2,0,1,3,4,2,2,0,2,0,1,0,1,5,8,502311
陈林坚,福建,广东,2016-11-13,87:104(已结束),0,16.2,0,2,2,3,1,4,1,3,0,0,1,1,1,5,501476
谢亚财,福建,广东,2016-11-13,87:104(已结束),0,21.8,0,1,2,4,2,3,0,2,4,1,0,1,6,6,500670
李江淮,福建,广东,2016-11-13,87:104(已结束),0,13.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,503541
孙椿棚,福建,广东,2016-11-13,87:104(已结束),0,5.5,0,0,0,0,3,4,1,1,0,0,0,1,0,3,501704
郭磊,福建,广东,2016-11-13,87:104(已结束),0,12.5,0,2,1,1,3,3,0,1,0,0,1,0,0,5,100219
王增杰,福建,广东,2016-11-13,87:104(已结束),0,5.5,0,0,2,3,0,0,1,1,0,0,0,0,1,4,502312
易建联,广东,福建,2016-11-13,87:104(已结束),1,32.4,1,3,5,9,2,2,1,6,2,3,1,3,2,15,100004
周鹏,广东,福建,2016-11-13,87:104(已结束),1,34.7,1,4,7,11,5,5,0,2,2,0,0,1,1,22,100007
任骏飞,广东,福建,2016-11-13,87:104(已结束),1,22.9,0,2,2,3,0,0,2,3,2,0,0,1,4,4,500672
杨金蒙,广东,福建,2016-11-13,87:104(已结束),1,17.8,1,1,0,1,0,0,1,2,1,1,0,1,2,3,501399
多纳德·斯隆,广东,福建,2016-11-13,87:104(已结束),1,35.1,3,6,3,7,6,6,0,2,8,2,0,1,4,21,501573
高尚,广东,福建,2016-11-13,87:104(已结束),0,9.3,0,1,1,3,0,0,0,0,1,1,0,0,0,2,501401
赵睿,广东,福建,2016-11-13,87:104(已结束),0,26.6,1,2,2,3,2,3,1,4,5,2,0,4,5,9,501938
曾繁日,广东,福建,2016-11-13,87:104(已结束),0,10.6,0,0,0,0,0,0,1,3,0,1,0,1,4,0,503258
布泽尔,广东,福建,2016-11-13,87:104(已结束),0,30.9,0,0,11,21,1,1,4,16,2,3,0,2,5,23,503552
邵英伦,广东,福建,2016-11-13,87:104(已结束),0,5.4,0,0,1,1,0,0,0,1,0,0,0,0,1,2,501407
周湛东,广东,福建,2016-11-13,87:104(已结束),0,14.3,1,2,0,1,0,0,0,0,1,1,0,2,4,3,501893
王征,广厦,山东,2016-11-13,98:96(已结束),1,19.6,0,0,1,2,4,4,2,5,0,0,1,3,4,6,500347
李京龙,广厦,山东,2016-11-13,98:96(已结束),1,31.2,1,6,2,3,1,1,0,4,0,1,0,1,4,8,501406
胡金秋,广厦,山东,2016-11-13,98:96(已结束),1,33.2,0,0,7,8,4,4,5,14,0,1,0,2,3,18,502672
刘铮,广厦,山东,2016-11-13,98:96(已结束),1,9.2,0,0,0,2,0,0,0,1,1,1,0,1,0,0,503536
考特尼·福特森,广厦,山东,2016-11-13,98:96(已结束),1,40.1,3,9,5,13,14,16,4,8,3,0,0,2,1,33,503548
林志杰,广厦,山东,2016-11-13,98:96(已结束),0,34.6,2,6,1,4,1,2,1,6,2,3,0,4,4,9,500704
赵岩昊,广厦,山东,2016-11-13,98:96(已结束),0,21.0,0,4,1,3,0,0,1,2,2,0,0,2,0,2,501752
伊莱·霍尔曼,广厦,山东,2016-11-13,98:96(已结束),0,31.9,0,0,5,12,5,6,5,11,0,1,0,2,2,15,502309
赵大鹏,广厦,山东,2016-11-13,98:96(已结束),0,7.9,0,1,0,0,0,0,0,0,0,1,0,1,2,0,501180
苏若禹,广厦,山东,2016-11-13,98:96(已结束),0,11.4,0,0,2,3,3,4,2,3,0,1,0,0,2,7,501181
队伍,广厦,山东,2016-11-13,98:96(已结束),0,-,0,0,0,0,0,0,1,4,0,0,0,0,0,0,Te028
张辉,山东,广厦,2016-11-13,98:96(已结束),1,17.4,0,0,1,2,0,0,0,2,3,0,1,1,3,2,501709
睢冉,山东,广厦,2016-11-13,98:96(已结束),1,30.3,0,3,2,4,1,2,2,3,3,3,0,1,6,5,500532
丁彦雨航,山东,广厦,2016-11-13,98:96(已结束),1,37.7,6,10,7,16,1,2,2,3,0,2,0,1,2,33,501310
贾森·汤普森,山东,广厦,2016-11-13,98:96(已结束),1,36.8,0,1,6,10,5,6,4,15,2,2,2,2,6,17,503568
潘宁,山东,广厦,2016-11-13,98:96(已结束),1,20.1,1,4,2,3,0,0,3,6,0,1,0,1,4,7,501701
李敬宇,山东,广厦,2016-11-13,98:96(已结束),0,22.8,2,6,0,3,0,0,0,2,1,0,0,1,3,6,500331
刘冠岑,山东,广厦,2016-11-13,98:96(已结束),0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,501697
诺里斯·科尔,山东,广厦,2016-11-13,98:96(已结束),0,35.2,0,4,6,17,6,7,2,6,6,3,0,4,4,18,503567
陶汉林,山东,广厦,2016-11-13,98:96(已结束),0,23.1,0,0,3,5,0,0,3,3,0,0,1,0,5,6,500684
曹振华,山东,广厦,2016-11-13,98:96(已结束),0,2.8,0,0,1,2,0,0,0,0,0,0,0,0,1,2,400047
队伍,山东,广厦,2016-11-13,98:96(已结束),0,-,0,0,0,0,0,0,1,5,0,0,0,0,0,0,Te006
A.R.库克,广州,新疆,2016-11-15,89:99(已结束),1,37.7,1,3,7,16,4,5,5,14,2,1,1,3,2,21,503564
巴赫拉米,广州,新疆,2016-11-15,89:99(已结束),1,38.5,2,5,9,12,2,4,2,6,5,1,0,0,5,26,501903
朱旭航,广州,新疆,2016-11-15,89:99(已结束),1,30.8,0,1,4,6,6,9,1,4,2,1,2,1,4,14,501546
李学林,广州,新疆,2016-11-15,89:99(已结束),1,31.1,1,2,1,1,0,0,0,3,1,2,0,1,3,5,501212
鞠明欣,广州,新疆,2016-11-15,89:99(已结束),1,43.7,1,3,2,8,1,2,1,4,3,2,1,4,1,8,501398
S.A.亚历山大,广州,新疆,2016-11-15,89:99(已结束),0,21.1,0,0,5,12,0,6,7,14,1,1,1,0,2,10,503571
郑准,广州,新疆,2016-11-15,89:99(已结束),0,4.0,0,0,1,3,0,0,0,1,0,0,0,0,0,2,500509
刘子豪,广州,新疆,2016-11-15,89:99(已结束),0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,501885
赵率舟,广州,新疆,2016-11-15,89:99(已结束),0,13.6,1,3,0,1,0,0,1,2,0,0,0,1,2,3,501737
史鸿飞,广州,新疆,2016-11-15,89:99(已结束),0,18.9,0,3,0,2,0,0,0,2,3,1,0,1,3,0,501345
史俊,广州,新疆,2016-11-15,89:99(已结束),0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502315
队伍,广州,新疆,2016-11-15,89:99(已结束),0,-,0,0,0,0,0,0,1,2,0,0,0,0,0,0,Te010
俞长栋,新疆,广州,2016-11-15,89:99(已结束),1,21.3,0,0,5,6,0,0,6,8,0,1,0,0,3,10,501179
可兰白克-马坎,新疆,广州,2016-11-15,89:99(已结束),1,18.9,1,2,0,2,0,0,0,0,1,1,0,1,1,3,501464
周琦,新疆,广州,2016-11-15,89:99(已结束),1,36.9,2,3,3,7,0,2,3,10,1,0,2,3,2,12,501738
阿不都沙拉木,新疆,广州,2016-11-15,89:99(已结束),1,14.4,1,3,0,2,2,2,1,3,2,1,0,0,2,5,501983
达柳斯·亚当斯,新疆,广州,2016-11-15,89:99(已结束),1,46.9,6,14,8,20,6,7,0,6,2,1,0,4,1,40,503547
李根,新疆,广州,2016-11-15,89:99(已结束),0,36.3,0,5,6,10,0,0,0,3,0,0,0,3,3,12,500536
孙桐林,新疆,广州,2016-11-15,89:99(已结束),0,31.5,0,0,3,4,4,4,3,8,2,0,0,1,5,10,501177
王子瑞,新疆,广州,2016-11-15,89:99(已结束),0,3.9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,501301
王政博,新疆,广州,2016-11-15,89:99(已结束),0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501734
唐才育,新疆,广州,2016-11-15,89:99(已结束),0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502749
西热力江,新疆,广州,2016-11-15,89:99(已结束),0,23.7,1,3,1,1,2,3,0,1,0,2,0,1,3,7,500555
孙鸣阳,新疆,广州,2016-11-15,89:99(已结束),0,5.8,0,0,0,1,0,0,0,3,0,0,0,0,1,0,501403
队伍,新疆,广州,2016-11-15,89:99(已结束),0,-,0,0,0,0,0,0,3,8,0,0,0,0,0,0,Te008
J.富兰克林,山西,辽宁,2016-11-16,152:157(已结束),1,58.4,6,23,13,25,16,20,6,13,21,2,3,4,5,60,502332
任骏威,山西,辽宁,2016-11-16,152:157(已结束),1,39.1,2,4,1,3,1,2,4,8,1,2,2,0,6,9,501167
闫鹏飞,山西,辽宁,2016-11-16,152:157(已结束),1,45.5,0,0,7,13,6,7,3,11,1,0,2,0,4,20,501318
曾令旭,山西,辽宁,2016-11-16,152:157(已结束),1,47.0,5,9,5,7,0,0,5,8,2,2,0,3,2,25,501329
原帅,山西,辽宁,2016-11-16,152:157(已结束),1,51.5,6,15,1,2,0,0,0,0,1,0,0,2,3,20,501459
罗智,山西,辽宁,2016-11-16,152:157(已结束),0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100076
邢志强,山西,辽宁,2016-11-16,152:157(已结束),0,3.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,501319
戴勒姆.波特,山西,辽宁,2016-11-16,152:157(已结束),0,24.8,0,0,3,4,2,4,2,11,0,0,3,5,5,8,503282
王洪,山西,辽宁,2016-11-16,152:157(已结束),0,20.6,1,6,0,3,2,2,0,3,2,1,0,1,3,5,503544
田桂森,山西,辽宁,2016-11-16,152:157(已结束),0,5.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,501320
王磊,山西,辽宁,2016-11-16,152:157(已结束),0,15.0,0,0,1,1,3,5,0,1,0,1,0,0,1,5,100198
侯兴宇,山西,辽宁,2016-11-16,152:157(已结束),0,2.7,0,0,0,1,0,0,1,2,0,0,0,0,0,0,501669
队伍,山西,辽宁,2016-11-16,152:157(已结束),0,-,0,0,0,0,0,0,3,7,0,0,0,1,0,0,Te027
廉明,辽宁,山西,2016-11-16,152:157(已结束),1,38.9,0,6,1,4,0,0,3,7,1,0,0,1,6,2,501171
莱斯特·哈德森,辽宁,山西,2016-11-16,152:157(已结束),1,57.0,9,24,12,21,2,3,3,11,3,4,1,3,5,53,501217
韩德君,辽宁,山西,2016-11-16,152:157(已结束),1,46.5,0,1,10,12,6,7,9,19,3,0,1,2,6,26,500345
赵继伟,辽宁,山西,2016-11-16,152:157(已结束),1,48.1,0,4,3,5,1,2,3,7,4,0,2,1,3,7,501736
丛明晨,辽宁,山西,2016-11-16,152:157(已结束),1,32.7,3,3,1,2,0,0,1,5,0,1,0,0,5,11,501739
卫猛,辽宁,山西,2016-11-16,152:157(已结束),0,4.4,0,0,0,0,1,2,0,1,0,0,0,1,2,1,501895
杨鸣,辽宁,山西,2016-11-16,152:157(已结束),0,12.5,0,0,1,3,0,1,0,0,2,2,0,0,2,2,100129
郭艾伦,辽宁,山西,2016-11-16,152:157(已结束),0,44.3,5,8,10,14,8,10,2,8,3,3,0,3,5,43,501070
高诗岩,辽宁,山西,2016-11-16,152:157(已结束),0,0.8,0,0,0,0,1,2,1,1,0,1,0,0,0,1,501726
兰多夫,辽宁,山西,2016-11-16,152:157(已结束),0,30.0,0,4,4,10,3,4,4,13,1,0,1,2,4,11,501557
队伍,辽宁,山西,2016-11-16,152:157(已结束),0,-,0,0,0,0,0,0,1,3,0,0,0,1,0,0,Te011
易建联,广东,四川,2016-11-16,100:93(已结束),1,39.4,1,3,8,17,5,8,3,10,1,5,2,1,4,24,100004
周鹏,广东,四川,2016-11-16,100:93(已结束),1,39.9,1,3,3,6,0,1,0,2,2,2,0,1,3,9,100007
任骏飞,广东,四川,2016-11-16,100:93(已结束),1,20.2,1,1,2,2,0,0,0,1,1,1,1,1,5,7,500672
多纳德·斯隆,广东,四川,2016-11-16,100:93(已结束),1,42.7,2,5,8,15,7,10,0,5,10,2,0,4,1,29,501573
赵睿,广东,四川,2016-11-16,100:93(已结束),1,34.2,0,1,2,4,3,3,0,3,2,1,1,2,2,7,501938
陈江华,广东,四川,2016-11-16,100:93(已结束),0,8.8,0,0,0,0,0,0,0,1,1,0,0,0,1,0,100002
朱芳雨,广东,四川,2016-11-16,100:93(已结束),0,14.4,1,3,0,0,0,0,0,1,1,0,0,2,1,3,100003
布泽尔,广东,四川,2016-11-16,100:93(已结束),0,28.9,0,0,9,20,3,3,2,13,0,1,0,2,2,21,503552
周湛东,广东,四川,2016-11-16,100:93(已结束),0,9.2,0,1,0,0,0,0,0,2,2,0,0,0,1,0,501893
曾繁日,广东,四川,2016-11-16,100:93(已结束),0,2.3,0,0,0,0,0,0,1,1,0,0,0,2,2,0,503258
队伍,广东,四川,2016-11-16,100:93(已结束),0,-,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Te007
孟达,四川,广东,2016-11-16,100:93(已结束),1,40.1,1,5,2,5,2,2,0,2,2,2,0,2,5,9,100026
刘炜,四川,广东,2016-11-16,100:93(已结束),1,35.8,1,2,4,11,0,0,0,5,5,0,0,1,2,11,100060
张春军,四川,广东,2016-11-16,100:93(已结束),1,36.6,0,3,1,3,0,0,1,3,2,1,0,5,4,2,501156
蔡晨,四川,广东,2016-11-16,100:93(已结束),1,10.7,0,0,1,2,0,0,0,1,0,0,0,0,2,2,501343
哈达迪,四川,广东,2016-11-16,100:93(已结束),1,33.5,1,2,10,16,2,2,1,10,0,0,0,6,3,25,501880
杨越,四川,广东,2016-11-16,100:93(已结束),0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501309
陈辰,四川,广东,2016-11-16,100:93(已结束),0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502296
徐韬,四川,广东,2016-11-16,100:93(已结束),0,14.0,0,0,1,2,0,1,0,1,0,0,0,1,2,2,501311
约什·史密斯,四川,广东,2016-11-16,100:93(已结束),0,35.5,7,18,7,9,6,11,6,19,1,1,5,1,3,41,503570
王汝恒,四川,广东,2016-11-16,100:93(已结束),0,21.5,0,4,0,0,1,2,1,2,2,1,0,3,3,1,501163
吴楠,四川,广东,2016-11-16,100:93(已结束),0,11.6,0,1,0,0,0,0,0,0,0,0,0,1,2,0,500533
队伍,四川,广东,2016-11-16,100:93(已结束),0,-,0,0,0,0,0,0,3,5,0,0,0,0,0,0,NTe003
易立,江苏,青岛,2016-11-16,111:98(已结束),1,38.0,0,1,6,7,1,1,2,3,1,1,2,5,4,13,100019
柳伟,江苏,青岛,2016-11-16,111:98(已结束),1,27.0,0,0,3,5,1,2,2,6,0,0,0,3,1,7,100164
常亚松,江苏,青岛,2016-11-16,111:98(已结束),1,16.4,1,1,1,1,0,0,0,1,1,1,0,0,6,5,500667
李原宇,江苏,青岛,2016-11-16,111:98(已结束),1,34.2,0,0,5,8,1,2,2,9,0,3,1,3,6,11,501166
马尚·布鲁克斯,江苏,青岛,2016-11-16,111:98(已结束),1,34.6,3,8,9,12,0,0,0,4,2,2,1,3,1,27,503170
曹飞,江苏,青岛,2016-11-16,111:98(已结束),0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500545
陈磊,江苏,青岛,2016-11-16,111:98(已结束),0,21.3,1,4,0,0,0,0,0,1,1,0,0,3,4,3,100139
S·萨缪尔斯,江苏,青岛,2016-11-16,111:98(已结束),0,34.8,1,1,13,17,7,9,2,10,3,3,2,2,0,36,503549
胡雪峰,江苏,青岛,2016-11-16,111:98(已结束),0,31.6,0,3,3,6,3,3,0,2,8,1,0,0,5,9,100018
队伍,江苏,青岛,2016-11-16,111:98(已结束),0,-,0,0,0,0,0,0,2,4,0,0,0,0,0,0,Te005
田嘉夫,青岛,江苏,2016-11-16,111:98(已结束),1,5.8,0,0,0,1,0,0,0,0,0,0,0,0,2,0,501382
多米尼克·琼斯,青岛,江苏,2016-11-16,111:98(已结束),1,45.9,7,14,5,13,7,12,3,9,1,4,1,9,2,38,501896
苏伟,青岛,江苏,2016-11-16,111:98(已结束),1,34.5,0,0,2,6,4,6,4,8,0,2,0,1,4,8,101763
刘书楠,青岛,江苏,2016-11-16,111:98(已结束),1,24.0,1,2,0,2,1,2,3,4,0,1,0,1,1,4,500531
张骋宇,青岛,江苏,2016-11-16,111:98(已结束),1,41.0,1,5,6,9,2,2,0,1,3,3,0,3,2,17,500660
孙杰,青岛,江苏,2016-11-16,111:98(已结束),0,13.3,1,3,0,0,0,0,0,1,0,0,0,2,0,3,100213
孙鐿滔,青岛,江苏,2016-11-16,111:98(已结束),0,3.9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,501936
宗赞,青岛,江苏,2016-11-16,111:98(已结束),0,29.8,2,5,3,5,3,3,2,4,1,2,0,0,2,15,501585
张涵钧,青岛,江苏,2016-11-16,111:98(已结束),0,6.9,0,0,0,1,0,0,1,1,2,0,0,1,2,0,501472
丁皓然,青岛,江苏,2016-11-16,111:98(已结束),0,9.1,0,2,0,0,1,2,0,1,0,0,1,2,0,1,501981
贝尼蒙,青岛,江苏,2016-11-16,111:98(已结束),0,25.9,0,0,4,8,4,6,6,11,1,0,0,2,3,12,503178
队伍,青岛,江苏,2016-11-16,111:98(已结束),0,-,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Te030
张彪,吉林,上海,2016-11-16,104:103(已结束),1,19.2,0,0,3,6,3,4,3,4,0,0,2,1,4,9,500526
柴长易,吉林,上海,2016-11-16,104:103(已结束),1,24.7,1,3,2,3,1,1,0,2,1,0,0,1,1,8,501338
崔晋铭,吉林,上海,2016-11-16,104:103(已结束),1,48.0,2,5,4,6,2,2,0,1,4,4,1,4,1,16,501506
M·卡姆拉尼,吉林,上海,2016-11-16,104:103(已结束),1,22.6,1,8,0,1,1,1,1,5,0,2,1,1,3,4,502305
M.I.托马斯,吉林,上海,2016-11-16,104:103(已结束),1,37.6,0,1,5,11,3,3,6,21,7,1,1,0,2,13,503554
钟诚,吉林,上海,2016-11-16,104:103(已结束),0,32.3,0,3,1,1,0,0,1,5,2,1,0,1,3,2,500523
李安,吉林,上海,2016-11-16,104:103(已结束),0,7.0,0,0,2,2,0,0,0,0,0,0,0,0,0,4,500662
蔡李龙,吉林,上海,2016-11-16,104:103(已结束),0,15.4,1,5,0,0,0,0,0,1,0,0,0,2,2,3,500675
J.A.布朗,吉林,上海,2016-11-16,104:103(已结束),0,33.2,5,10,7,12,16,19,0,4,2,1,0,3,5,45,503281
队伍,吉林,上海,2016-11-16,104:103(已结束),0,-,0,0,0,0,0,0,1,2,0,0,0,0,0,0,Te002
弗雷戴特,上海,吉林,2016-11-16,104:103(已结束),1,40.8,5,12,8,20,5,5,4,16,7,4,0,4,3,36,503551
翟逸,上海,吉林,2016-11-16,104:103(已结束),1,20.5,1,1,3,5,3,3,3,4,1,3,0,1,6,12,501470
张兆旭,上海,吉林,2016-11-16,104:103(已结束),1,35.5,0,0,4,5,2,2,2,6,1,0,3,0,3,10,501069
曾文鼎,上海,吉林,2016-11-16,104:103(已结束),1,31.8,3,7,0,1,0,0,0,6,1,2,0,0,3,9,501306
刘晓宇,上海,吉林,2016-11-16,104:103(已结束),1,42.4,2,5,1,2,3,5,0,4,5,1,1,3,2,11,100006
任鹏鹏,上海,吉林,2016-11-16,104:103(已结束),0,2.1,0,0,0,0,2,2,0,0,0,0,0,1,1,2,501381
亚布塞莱,上海,吉林,2016-11-16,104:103(已结束),0,28.7,2,6,4,8,3,4,3,4,1,0,1,3,2,17,503550
卢伟,上海,吉林,2016-11-16,104:103(已结束),0,28.4,2,6,0,0,0,2,0,1,0,0,0,0,1,6,100128
蔡亮,上海,吉林,2016-11-16,104:103(已结束),0,9.9,0,0,0,2,0,0,0,1,0,1,0,0,2,0,500367
刘鹏,上海,吉林,2016-11-16,104:103(已结束),0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Ca279
队伍,上海,吉林,2016-11-16,104:103(已结束),0,-,0,0,0,0,0,0,1,4,0,0,0,1,0,0,Te009
斯蒂芬·马布里,北京,北控,2016-11-16,113:95(已结束),1,26.1,1,3,3,4,1,2,0,4,3,1,0,2,0,10,500733
朱彦西,北京,北控,2016-11-16,113:95(已结束),1,28.5,3,7,2,2,0,0,0,4,0,0,0,0,4,13,501234
翟晓川,北京,北控,2016-11-16,113:95(已结束),1,31.5,0,1,9,11,0,1,1,4,3,1,0,1,4,18,501346
孙悦,北京,北控,2016-11-16,113:95(已结束),1,28.6,2,7,2,2,0,0,1,10,7,1,1,1,1,10,101492
张松涛,北京,北控,2016-11-16,113:95(已结束),1,3.8,0,0,1,2,0,0,0,1,0,1,0,0,0,2,101677
王骁辉,北京,北控,2016-11-16,113:95(已结束),0,21.4,1,3,1,1,2,3,1,3,0,2,1,0,6,7,500517
张庆鹏,北京,北控,2016-11-16,113:95(已结束),0,18.5,0,2,1,2,5,5,0,0,5,1,0,1,0,7,100126
